Id,Prediction
r3956_c750,4.0
r3956_c751,2.0
r3956_c774,5.0
r3956_c794,3.0
r3956_c833,3.0
r3956_c853,3.0
r3956_c894,5.0
r3956_c925,5.0
r3957_c198,3.0
r3957_c473,4.0
r3957_c581,4.0
r3957_c867,5.0
r3958_c15,5.0
r3958_c51,5.0
r3958_c159,3.0
r3958_c198,4.0
r3958_c216,5.0
r3958_c485,4.0
r3958_c508,5.0
r3958_c643,5.0
r3958_c694,4.0
r3958_c908,4.0
r3958_c958,3.0
r3959_c360,5.0
r3959_c471,4.0
r3959_c571,3.0
r3959_c645,4.0
r3959_c660,4.0
r3959_c772,3.0
r3959_c791,4.0
r3961_c37,2.0
r3961_c117,2.0
r3961_c233,4.0
r3961_c234,3.0
r3961_c238,1.0
r3961_c502,5.0
r3961_c691,5.0
r3961_c694,5.0
r3962_c8,3.0
r3962_c14,5.0
r3962_c19,2.0
r3962_c84,4.0
r3962_c104,2.0
r3962_c134,5.0
r3962_c148,5.0
r3962_c160,1.0
r3962_c191,4.0
r3962_c274,3.0
r3962_c311,5.0
r3962_c472,4.0
r3962_c608,5.0
r3962_c623,5.0
r3962_c624,3.0
r3962_c774,3.0
r3962_c775,5.0
r3962_c891,1.0
r3962_c947,3.0
r3962_c949,3.0
r3963_c30,4.0
r3963_c101,5.0
r3963_c186,1.0
r3963_c247,5.0
r3963_c284,2.0
r3963_c288,4.0
r3963_c447,4.0
r3963_c459,5.0
r3963_c495,5.0
r3963_c497,2.0
r3963_c562,1.0
r3963_c604,5.0
r3963_c696,5.0
r3963_c771,5.0
r3963_c779,5.0
r3963_c867,3.0
r3963_c877,3.0
r3964_c178,3.0
r3964_c203,5.0
r3964_c250,3.0
r3964_c765,3.0
r3965_c60,5.0
r3965_c103,2.0
r3965_c126,1.0
r3965_c180,4.0
r3965_c198,5.0
r3965_c199,2.0
r3965_c257,1.0
r3965_c517,2.0
r3965_c876,3.0
r3966_c126,4.0
r3966_c247,3.0
r3966_c287,2.0
r3966_c300,2.0
r3966_c384,3.0
r3966_c431,3.0
r3966_c473,4.0
r3966_c769,5.0
r3966_c798,2.0
r3966_c890,4.0
r3967_c101,5.0
r3967_c412,4.0
r3967_c575,5.0
r3967_c716,5.0
r3968_c412,5.0
r3968_c867,5.0
r3969_c71,5.0
r3969_c171,3.0
r3969_c193,4.0
r3970_c518,4.0
r3970_c718,3.0
r3971_c128,5.0
r3971_c171,3.0
r3971_c270,5.0
r3971_c277,5.0
r3971_c573,5.0
r3971_c683,4.0
r3971_c754,5.0
r3971_c769,5.0
r3971_c772,5.0
r3971_c971,5.0
r3971_c974,5.0
r3972_c44,1.0
r3972_c48,1.0
r3972_c51,5.0
r3972_c149,5.0
r3972_c177,5.0
r3972_c233,2.0
r3972_c351,4.0
r3972_c447,3.0
r3972_c525,2.0
r3972_c576,5.0
r3972_c625,5.0
r3972_c656,5.0
r3972_c680,5.0
r3972_c785,5.0
r3972_c789,1.0
r3972_c806,1.0
r3972_c867,4.0
r3972_c891,3.0
r3972_c954,1.0
r3973_c10,5.0
r3973_c162,4.0
r3973_c215,5.0
r3973_c283,1.0
r3973_c410,5.0
r3973_c490,5.0
r3973_c679,5.0
r3973_c862,1.0
r3973_c906,3.0
r3974_c83,3.0
r3974_c156,5.0
r3974_c214,4.0
r3974_c264,3.0
r3974_c319,3.0
r3974_c492,3.0
r3974_c523,1.0
r3974_c673,5.0
r3974_c779,3.0
r3974_c871,3.0
r3975_c93,5.0
r3975_c295,5.0
r3975_c302,5.0
r3975_c412,2.0
r3975_c522,4.0
r3976_c14,5.0
r3976_c595,5.0
r3977_c155,5.0
r3977_c464,2.0
r3977_c525,5.0
r3977_c594,4.0
r3977_c628,5.0
r3977_c689,5.0
r3977_c746,4.0
r3977_c807,3.0
r3978_c106,5.0
r3978_c418,5.0
r3978_c559,3.0
r3978_c599,5.0
r3978_c820,3.0
r3979_c317,4.0
r3979_c434,5.0
r3979_c471,5.0
r3979_c650,4.0
r3979_c829,4.0
r3980_c183,3.0
r3980_c256,5.0
r3980_c285,5.0
r3980_c487,5.0
r3980_c536,4.0
r3980_c608,5.0
r3980_c700,4.0
r3980_c942,3.0
r3980_c971,4.0
r3980_c995,4.0
r3981_c134,4.0
r3981_c318,4.0
r3981_c370,4.0
r3981_c623,5.0
r3981_c663,4.0
r3981_c691,5.0
r3981_c971,3.0
r3982_c18,1.0
r3982_c51,5.0
r3982_c203,2.0
r3982_c208,5.0
r3982_c247,5.0
r3982_c288,5.0
r3982_c385,3.0
r3982_c386,4.0
r3982_c401,5.0
r3982_c455,4.0
r3982_c486,3.0
r3982_c584,5.0
r3982_c617,5.0
r3982_c623,5.0
r3982_c743,2.0
r3982_c760,3.0
r3982_c765,2.0
r3982_c787,5.0
r3982_c899,4.0
r3982_c954,1.0
r3982_c994,1.0
r3983_c186,4.0
r3983_c247,3.0
r3983_c278,5.0
r3983_c471,5.0
r3983_c523,4.0
r3983_c660,4.0
r3983_c699,3.0
r3984_c123,4.0
r3984_c134,4.0
r3984_c198,4.0
r3984_c213,3.0
r3984_c298,3.0
r3984_c457,5.0
r3984_c503,2.0
r3984_c686,4.0
r3984_c799,3.0
r3985_c198,1.0
r3985_c308,3.0
r3985_c349,2.0
r3985_c494,3.0
r3985_c496,1.0
r3985_c584,3.0
r3985_c596,5.0
r3985_c605,5.0
r3985_c657,3.0
r3985_c911,5.0
r3985_c921,1.0
r3985_c971,2.0
r3986_c2,5.0
r3986_c77,3.0
r3986_c261,3.0
r3986_c585,4.0
r3986_c601,5.0
r3986_c619,4.0
r3986_c620,4.0
r3986_c691,4.0
r3986_c783,3.0
r3986_c789,5.0
r3986_c944,4.0
r3987_c14,5.0
r3987_c95,4.0
r3987_c155,4.0
r3987_c186,5.0
r3987_c302,3.0
r3987_c478,4.0
r3987_c495,4.0
r3987_c706,4.0
r3987_c839,3.0
r3988_c6,5.0
r3988_c99,5.0
r3988_c142,1.0
r3988_c176,4.0
r3988_c203,5.0
r3988_c267,3.0
r3988_c495,5.0
r3988_c499,5.0
r3988_c510,2.0
r3988_c517,3.0
r3988_c552,1.0
r3988_c571,3.0
r3988_c580,3.0
r3988_c598,5.0
r3988_c676,5.0
r3988_c731,5.0
r3988_c750,3.0
r3988_c770,4.0
r3988_c774,4.0
r3988_c880,2.0
r3988_c933,3.0
r3988_c934,3.0
r3988_c935,3.0
r3988_c958,3.0
r3989_c477,5.0
r3989_c548,4.0
r3989_c628,3.0
r3989_c632,5.0
r3989_c915,2.0
r3990_c94,4.0
r3990_c131,3.0
r3990_c156,5.0
r3990_c225,4.0
r3990_c322,5.0
r3990_c350,5.0
r3990_c367,5.0
r3990_c372,4.0
r3990_c397,2.0
r3990_c476,5.0
r3990_c643,4.0
r3990_c661,4.0
r3990_c806,5.0
r3990_c818,5.0
r3990_c867,4.0
r3990_c883,4.0
r3991_c7,5.0
r3991_c17,1.0
r3991_c226,5.0
r3991_c247,5.0
r3991_c266,5.0
r3991_c322,5.0
r3991_c358,3.0
r3991_c370,5.0
r3991_c550,4.0
r3991_c659,5.0
r3991_c776,4.0
r3991_c808,5.0
r3991_c883,4.0
r3991_c921,4.0
r3992_c3,5.0
r3992_c6,5.0
r3992_c85,5.0
r3992_c315,5.0
r3993_c69,4.0
r3993_c84,2.0
r3993_c188,5.0
r3993_c338,5.0
r3993_c364,5.0
r3993_c449,4.0
r3993_c498,1.0
r3993_c523,3.0
r3993_c545,5.0
r3993_c616,3.0
r3993_c650,5.0
r3993_c651,5.0
r3993_c661,5.0
r3993_c696,4.0
r3993_c727,2.0
r3993_c778,5.0
r3993_c786,3.0
r3994_c595,5.0
r3994_c645,5.0
r3995_c131,5.0
r3995_c334,3.0
r3995_c345,4.0
r3995_c504,5.0
r3995_c606,5.0
r3995_c632,1.0
r3995_c642,2.0
r3995_c673,4.0
r3995_c682,4.0
r3995_c696,4.0
r3996_c180,4.0
r3996_c338,4.0
r3996_c347,4.0
r3996_c384,3.0
r3996_c663,3.0
r3996_c670,4.0
r3996_c690,3.0
r3996_c705,5.0
r3996_c749,4.0
r3996_c820,3.0
r3996_c883,5.0
r3996_c905,4.0
r3996_c915,3.0
r3996_c925,3.0
r3996_c986,3.0
r3997_c297,3.0
r3997_c350,4.0
r3997_c381,4.0
r3997_c478,4.0
r3997_c599,3.0
r3997_c608,5.0
r3997_c620,5.0
r3997_c805,3.0
r3998_c131,4.0
r3998_c134,3.0
r3998_c143,4.0
r3998_c164,1.0
r3998_c183,5.0
r3998_c351,5.0
r3998_c473,5.0
r3998_c774,5.0
r3998_c915,5.0
r3999_c412,3.0
r3999_c628,5.0
r4000_c122,3.0
r4000_c156,5.0
r4000_c214,5.0
r4000_c227,3.0
r4000_c246,3.0
r4000_c258,4.0
r4000_c328,5.0
r4000_c341,4.0
r4000_c343,5.0
r4000_c345,4.0
r4000_c389,4.0
r4000_c406,5.0
r4000_c453,4.0
r4000_c465,5.0
r4000_c471,3.0
r4000_c501,5.0
r4000_c560,5.0
r4000_c606,5.0
r4000_c608,5.0
r4000_c650,5.0
r4000_c700,5.0
r4000_c702,5.0
r4000_c716,4.0
r4000_c806,5.0
r4000_c879,2.0
r4000_c886,4.0
r4000_c940,4.0
r4001_c367,3.0
r4001_c471,3.0
r4002_c10,1.0
r4002_c60,4.0
r4002_c105,5.0
r4002_c174,3.0
r4002_c211,5.0
r4002_c215,4.0
r4002_c217,5.0
r4002_c225,5.0
r4002_c236,4.0
r4002_c245,5.0
r4002_c312,4.0
r4002_c367,3.0
r4002_c435,1.0
r4002_c442,5.0
r4002_c451,5.0
r4002_c506,3.0
r4002_c689,4.0
r4002_c703,3.0
r4002_c722,3.0
r4002_c750,5.0
r4002_c762,5.0
r4002_c772,5.0
r4002_c787,2.0
r4002_c788,5.0
r4002_c812,5.0
r4002_c921,4.0
r4002_c999,3.0
r4003_c4,3.0
r4003_c125,1.0
r4003_c214,5.0
r4003_c227,5.0
r4003_c397,4.0
r4003_c440,3.0
r4003_c562,2.0
r4003_c576,4.0
r4003_c594,5.0
r4003_c776,4.0
r4004_c138,3.0
r4004_c399,5.0
r4004_c445,5.0
r4004_c742,4.0
r4004_c807,3.0
r4004_c823,4.0
r4004_c876,5.0
r4004_c969,3.0
r4005_c181,4.0
r4005_c208,4.0
r4005_c216,5.0
r4005_c641,3.0
r4005_c669,4.0
r4005_c785,5.0
r4005_c792,5.0
r4005_c995,4.0
r4006_c236,4.0
r4006_c239,4.0
r4007_c120,4.0
r4007_c214,3.0
r4007_c996,3.0
r4008_c458,3.0
r4008_c867,4.0
r4009_c7,5.0
r4009_c32,3.0
r4009_c33,3.0
r4009_c47,5.0
r4009_c71,3.0
r4009_c188,5.0
r4009_c234,3.0
r4009_c268,3.0
r4009_c300,4.0
r4009_c307,5.0
r4009_c320,5.0
r4009_c445,1.0
r4009_c459,5.0
r4009_c498,5.0
r4009_c514,5.0
r4009_c531,4.0
r4009_c632,5.0
r4009_c652,4.0
r4009_c673,4.0
r4009_c696,5.0
r4009_c702,5.0
r4009_c764,4.0
r4009_c843,3.0
r4009_c924,5.0
r4009_c989,3.0
r4010_c63,3.0
r4010_c93,5.0
r4010_c176,5.0
r4010_c258,5.0
r4010_c344,2.0
r4010_c350,5.0
r4010_c406,4.0
r4010_c489,3.0
r4010_c499,3.0
r4010_c536,4.0
r4010_c595,3.0
r4010_c685,3.0
r4010_c691,4.0
r4010_c722,5.0
r4010_c786,3.0
r4010_c925,4.0
r4010_c935,2.0
r4010_c972,2.0
r4011_c84,3.0
r4011_c257,2.0
r4011_c332,3.0
r4011_c351,3.0
r4011_c494,4.0
r4011_c602,3.0
r4011_c611,1.0
r4011_c700,5.0
r4011_c761,2.0
r4012_c599,5.0
r4013_c23,3.0
r4013_c118,4.0
r4013_c134,5.0
r4013_c135,1.0
r4013_c211,5.0
r4013_c247,1.0
r4013_c278,5.0
r4013_c326,4.0
r4013_c412,4.0
r4013_c435,2.0
r4013_c502,5.0
r4013_c530,4.0
r4013_c623,5.0
r4013_c678,3.0
r4013_c743,3.0
r4013_c981,4.0
r4014_c8,4.0
r4014_c37,1.0
r4014_c215,4.0
r4014_c426,5.0
r4014_c477,5.0
r4014_c508,4.0
r4014_c534,5.0
r4014_c544,4.0
r4014_c598,5.0
r4014_c605,5.0
r4014_c632,3.0
r4014_c642,5.0
r4014_c680,5.0
r4014_c690,4.0
r4014_c975,4.0
r4015_c6,5.0
r4015_c20,2.0
r4015_c148,5.0
r4015_c213,5.0
r4015_c276,1.0
r4015_c295,5.0
r4015_c380,4.0
r4015_c433,5.0
r4015_c594,5.0
r4015_c618,4.0
r4015_c632,5.0
r4015_c633,5.0
r4015_c650,5.0
r4015_c668,5.0
r4015_c718,2.0
r4015_c785,4.0
r4015_c803,3.0
r4015_c874,3.0
r4015_c983,5.0
r4016_c27,4.0
r4016_c101,5.0
r4016_c133,4.0
r4016_c169,5.0
r4016_c215,4.0
r4016_c230,3.0
r4016_c296,3.0
r4016_c450,4.0
r4016_c499,4.0
r4016_c502,4.0
r4016_c567,5.0
r4016_c625,4.0
r4016_c626,5.0
r4016_c650,4.0
r4016_c691,3.0
r4016_c701,4.0
r4016_c705,2.0
r4016_c744,4.0
r4016_c746,4.0
r4016_c808,1.0
r4016_c833,5.0
r4016_c874,4.0
r4016_c942,5.0
r4016_c978,5.0
r4016_c982,5.0
r4016_c988,4.0
r4016_c997,4.0
r4017_c46,5.0
r4017_c208,2.0
r4017_c211,4.0
r4017_c214,3.0
r4017_c271,3.0
r4017_c301,3.0
r4017_c477,2.0
r4017_c521,1.0
r4017_c553,3.0
r4017_c783,5.0
r4017_c785,4.0
r4018_c51,5.0
r4018_c86,4.0
r4018_c178,5.0
r4018_c208,4.0
r4018_c247,4.0
r4018_c488,4.0
r4018_c547,3.0
r4018_c648,4.0
r4018_c739,5.0
r4018_c769,4.0
r4018_c775,4.0
r4018_c792,4.0
r4019_c134,5.0
r4019_c397,4.0
r4019_c477,3.0
r4019_c607,5.0
r4019_c749,4.0
r4019_c925,5.0
r4019_c996,3.0
r4020_c4,1.0
r4020_c102,5.0
r4020_c246,4.0
r4020_c322,4.0
r4020_c430,4.0
r4020_c569,4.0
r4020_c612,4.0
r4020_c688,5.0
r4020_c695,4.0
r4020_c861,4.0
r4020_c990,3.0
r4021_c134,3.0
r4021_c184,3.0
r4022_c14,4.0
r4022_c84,5.0
r4022_c202,5.0
r4022_c419,3.0
r4022_c427,4.0
r4022_c605,5.0
r4022_c611,5.0
r4022_c656,5.0
r4022_c657,5.0
r4022_c663,4.0
r4022_c769,3.0
r4023_c5,3.0
r4023_c26,5.0
r4023_c55,2.0
r4023_c176,4.0
r4023_c223,4.0
r4023_c413,3.0
r4023_c433,4.0
r4023_c471,5.0
r4023_c478,3.0
r4023_c495,5.0
r4023_c524,3.0
r4023_c612,4.0
r4023_c641,2.0
r4023_c650,5.0
r4023_c658,5.0
r4023_c659,4.0
r4023_c662,4.0
r4023_c663,4.0
r4023_c700,3.0
r4023_c749,5.0
r4023_c769,5.0
r4023_c774,4.0
r4023_c806,4.0
r4023_c979,3.0
r4024_c93,5.0
r4024_c246,4.0
r4024_c250,5.0
r4024_c321,5.0
r4024_c366,4.0
r4024_c370,5.0
r4024_c453,4.0
r4024_c454,2.0
r4024_c477,4.0
r4024_c479,1.0
r4024_c534,5.0
r4024_c553,3.0
r4024_c607,3.0
r4024_c614,5.0
r4024_c669,4.0
r4024_c700,4.0
r4024_c741,4.0
r4024_c806,5.0
r4024_c849,4.0
r4024_c896,4.0
r4024_c967,4.0
r4025_c134,3.0
r4025_c275,5.0
r4025_c648,5.0
r4025_c652,4.0
r4025_c706,2.0
r4025_c814,4.0
r4025_c876,5.0
r4026_c186,4.0
r4026_c303,4.0
r4026_c318,2.0
r4026_c484,5.0
r4026_c545,4.0
r4026_c656,4.0
r4026_c753,3.0
r4027_c2,3.0
r4027_c37,5.0
r4027_c47,5.0
r4027_c51,5.0
r4027_c63,5.0
r4027_c90,4.0
r4027_c95,5.0
r4027_c148,5.0
r4027_c174,5.0
r4027_c260,5.0
r4027_c282,3.0
r4027_c303,5.0
r4027_c326,5.0
r4027_c352,5.0
r4027_c357,2.0
r4027_c402,4.0
r4027_c410,4.0
r4027_c487,5.0
r4027_c498,5.0
r4027_c503,3.0
r4027_c585,4.0
r4027_c598,5.0
r4027_c601,3.0
r4027_c616,5.0
r4027_c682,3.0
r4027_c684,4.0
r4027_c722,5.0
r4027_c728,3.0
r4027_c743,3.0
r4027_c749,2.0
r4027_c762,2.0
r4027_c820,4.0
r4027_c868,4.0
r4027_c892,5.0
r4027_c910,4.0
r4027_c972,3.0
r4027_c984,5.0
r4027_c992,3.0
r4028_c4,5.0
r4028_c51,3.0
r4028_c117,3.0
r4028_c159,3.0
r4028_c203,5.0
r4028_c247,3.0
r4028_c440,5.0
r4028_c591,5.0
r4028_c602,4.0
r4028_c616,4.0
r4028_c617,5.0
r4028_c653,3.0
r4028_c659,5.0
r4028_c726,4.0
r4028_c752,3.0
r4028_c788,2.0
r4028_c793,3.0
r4028_c872,3.0
r4029_c102,4.0
r4029_c117,2.0
r4029_c131,5.0
r4029_c230,3.0
r4029_c285,3.0
r4029_c464,3.0
r4029_c499,3.0
r4029_c660,4.0
r4029_c718,3.0
r4029_c737,3.0
r4029_c995,4.0
r4030_c8,5.0
r4030_c149,2.0
r4030_c179,3.0
r4030_c199,5.0
r4030_c234,2.0
r4030_c289,3.0
r4030_c350,5.0
r4030_c403,3.0
r4030_c445,5.0
r4030_c478,5.0
r4030_c527,5.0
r4030_c541,4.0
r4030_c565,5.0
r4030_c573,4.0
r4030_c620,5.0
r4030_c837,3.0
r4030_c881,2.0
r4030_c901,3.0
r4030_c959,3.0
r4030_c990,3.0
r4031_c60,5.0
r4031_c177,3.0
r4031_c253,4.0
r4031_c445,5.0
r4031_c610,4.0
r4031_c791,5.0
r4031_c797,4.0
r4031_c810,5.0
r4032_c59,4.0
r4032_c397,4.0
r4032_c581,5.0
r4032_c705,5.0
r4033_c4,5.0
r4033_c179,3.0
r4033_c182,2.0
r4033_c337,4.0
r4033_c349,4.0
r4033_c350,4.0
r4033_c478,3.0
r4033_c551,4.0
r4033_c571,5.0
r4033_c573,2.0
r4033_c587,2.0
r4033_c632,5.0
r4033_c805,1.0
r4034_c32,3.0
r4034_c497,5.0
r4034_c556,2.0
r4034_c756,4.0
r4034_c810,3.0
r4034_c989,4.0
r4035_c158,2.0
r4035_c459,4.0
r4035_c529,4.0
r4035_c551,3.0
r4035_c581,3.0
r4035_c611,5.0
r4035_c665,5.0
r4035_c705,3.0
r4035_c774,3.0
r4035_c791,4.0
r4035_c898,2.0
r4036_c106,5.0
r4036_c191,5.0
r4036_c319,4.0
r4036_c338,2.0
r4036_c359,3.0
r4036_c501,4.0
r4036_c509,4.0
r4036_c552,2.0
r4036_c632,5.0
r4036_c656,4.0
r4036_c683,3.0
r4036_c689,5.0
r4036_c719,4.0
r4037_c8,1.0
r4037_c161,5.0
r4037_c295,3.0
r4037_c369,4.0
r4037_c380,3.0
r4037_c418,3.0
r4037_c534,5.0
r4037_c547,5.0
r4037_c680,5.0
r4037_c706,4.0
r4037_c719,5.0
r4037_c822,3.0
r4037_c939,3.0
r4038_c89,5.0
r4038_c237,2.0
r4038_c422,5.0
r4038_c455,2.0
r4038_c541,4.0
r4038_c599,2.0
r4038_c706,5.0
r4038_c888,3.0
r4038_c978,5.0
r4039_c20,1.0
r4039_c160,3.0
r4039_c164,4.0
r4039_c311,5.0
r4039_c349,3.0
r4039_c445,5.0
r4039_c458,5.0
r4039_c485,5.0
r4039_c491,3.0
r4039_c498,3.0
r4039_c499,5.0
r4039_c547,5.0
r4039_c645,3.0
r4039_c647,5.0
r4039_c694,4.0
r4040_c247,4.0
r4040_c331,5.0
r4040_c482,1.0
r4040_c633,4.0
r4040_c702,4.0
r4041_c46,5.0
r4041_c170,3.0
r4041_c179,3.0
r4041_c182,4.0
r4041_c295,3.0
r4041_c412,3.0
r4041_c445,5.0
r4041_c547,5.0
r4041_c549,5.0
r4041_c573,5.0
r4041_c585,2.0
r4041_c618,5.0
r4041_c877,5.0
r4041_c972,3.0
r4041_c978,5.0
r4042_c94,5.0
r4042_c487,4.0
r4042_c699,5.0
r4042_c738,2.0
r4042_c925,2.0
r4043_c45,4.0
r4043_c191,2.0
r4043_c399,4.0
r4043_c409,3.0
r4043_c415,3.0
r4043_c536,4.0
r4043_c595,5.0
r4043_c602,5.0
r4043_c663,3.0
r4043_c674,3.0
r4045_c214,5.0
r4045_c563,3.0
r4045_c585,3.0
r4045_c591,3.0
r4045_c626,3.0
r4046_c258,5.0
r4046_c434,5.0
r4046_c595,5.0
r4046_c769,3.0
r4046_c791,3.0
r4048_c21,2.0
r4048_c204,4.0
r4048_c215,3.0
r4048_c299,5.0
r4048_c311,4.0
r4048_c499,3.0
r4048_c619,5.0
r4048_c756,3.0
r4049_c23,3.0
r4049_c109,1.0
r4049_c149,3.0
r4049_c156,5.0
r4049_c181,1.0
r4049_c350,5.0
r4049_c368,4.0
r4049_c418,2.0
r4049_c488,4.0
r4049_c496,3.0
r4049_c553,4.0
r4049_c629,5.0
r4049_c688,3.0
r4049_c726,3.0
r4049_c728,2.0
r4049_c760,4.0
r4049_c766,5.0
r4050_c112,5.0
r4050_c138,4.0
r4050_c382,5.0
r4050_c608,5.0
r4050_c774,2.0
r4050_c1000,5.0
r4051_c4,5.0
r4051_c8,5.0
r4051_c155,4.0
r4051_c573,2.0
r4051_c581,4.0
r4051_c697,5.0
r4051_c773,3.0
r4051_c898,5.0
r4051_c915,5.0
r4052_c14,5.0
r4052_c40,2.0
r4052_c79,2.0
r4052_c86,2.0
r4052_c115,4.0
r4052_c160,5.0
r4052_c167,4.0
r4052_c174,2.0
r4052_c182,4.0
r4052_c187,4.0
r4052_c194,4.0
r4052_c216,5.0
r4052_c230,5.0
r4052_c231,4.0
r4052_c264,5.0
r4052_c300,2.0
r4052_c304,5.0
r4052_c313,4.0
r4052_c409,5.0
r4052_c440,5.0
r4052_c477,3.0
r4052_c499,5.0
r4052_c527,4.0
r4052_c553,5.0
r4052_c602,5.0
r4052_c616,4.0
r4052_c631,5.0
r4052_c660,5.0
r4052_c735,5.0
r4052_c753,3.0
r4052_c810,3.0
r4052_c827,5.0
r4052_c843,2.0
r4052_c845,2.0
r4052_c847,3.0
r4052_c857,4.0
r4052_c861,3.0
r4052_c898,5.0
r4052_c944,5.0
r4053_c803,5.0
r4054_c33,5.0
r4054_c46,5.0
r4054_c59,5.0
r4054_c77,2.0
r4054_c114,1.0
r4054_c118,4.0
r4054_c161,5.0
r4054_c191,1.0
r4054_c323,4.0
r4054_c349,3.0
r4054_c405,1.0
r4054_c440,4.0
r4054_c445,4.0
r4054_c492,5.0
r4054_c534,5.0
r4054_c551,4.0
r4054_c552,3.0
r4054_c556,1.0
r4054_c643,4.0
r4054_c650,5.0
r4054_c667,5.0
r4054_c673,5.0
r4054_c747,3.0
r4054_c755,5.0
r4054_c805,4.0
r4054_c874,4.0
r4054_c901,1.0
r4054_c978,5.0
r4054_c994,1.0
r4054_c995,1.0
r4055_c44,3.0
r4055_c168,5.0
r4055_c170,2.0
r4055_c182,5.0
r4055_c197,5.0
r4055_c228,4.0
r4055_c318,5.0
r4055_c450,5.0
r4055_c533,4.0
r4055_c583,3.0
r4055_c626,4.0
r4055_c689,4.0
r4055_c874,4.0
r4055_c883,5.0
r4056_c105,4.0
r4056_c112,4.0
r4056_c148,3.0
r4056_c186,3.0
r4056_c207,5.0
r4056_c237,2.0
r4056_c258,4.0
r4056_c278,3.0
r4056_c478,3.0
r4056_c482,5.0
r4056_c597,4.0
r4056_c698,5.0
r4056_c809,5.0
r4056_c876,2.0
r4057_c29,3.0
r4057_c302,4.0
r4057_c597,3.0
r4057_c620,4.0
r4057_c639,5.0
r4057_c833,4.0
r4057_c935,4.0
r4057_c972,3.0
r4057_c974,4.0
r4058_c184,5.0
r4058_c259,4.0
r4058_c279,3.0
r4058_c473,5.0
r4058_c568,1.0
r4058_c575,4.0
r4058_c779,3.0
r4058_c833,5.0
r4059_c71,3.0
r4059_c128,5.0
r4059_c647,4.0
r4059_c717,5.0
r4059_c754,3.0
r4059_c755,5.0
r4059_c762,5.0
r4059_c848,4.0
r4059_c925,3.0
r4060_c6,5.0
r4060_c17,4.0
r4060_c313,2.0
r4060_c412,5.0
r4060_c426,5.0
r4060_c483,3.0
r4060_c495,5.0
r4060_c615,4.0
r4060_c686,4.0
r4060_c702,3.0
r4060_c770,3.0
r4060_c778,3.0
r4060_c921,4.0
r4061_c6,5.0
r4061_c131,5.0
r4061_c189,4.0
r4061_c360,5.0
r4061_c384,5.0
r4061_c502,4.0
r4061_c656,4.0
r4061_c772,3.0
r4062_c9,3.0
r4062_c39,5.0
r4062_c40,3.0
r4062_c89,5.0
r4062_c320,5.0
r4062_c335,5.0
r4062_c385,4.0
r4062_c425,2.0
r4062_c477,4.0
r4062_c645,5.0
r4062_c683,5.0
r4062_c729,3.0
r4062_c816,5.0
r4062_c829,3.0
r4062_c858,2.0
r4062_c876,4.0
r4062_c882,4.0
r4062_c950,5.0
r4063_c94,4.0
r4063_c172,3.0
r4063_c178,5.0
r4063_c434,4.0
r4063_c620,5.0
r4063_c725,3.0
r4063_c756,4.0
r4063_c867,4.0
r4063_c954,2.0
r4064_c69,3.0
r4064_c366,4.0
r4064_c420,5.0
r4064_c511,3.0
r4064_c621,5.0
r4064_c654,5.0
r4064_c668,5.0
r4064_c671,4.0
r4064_c854,3.0
r4065_c173,3.0
r4065_c235,3.0
r4065_c256,5.0
r4065_c270,3.0
r4065_c439,3.0
r4065_c620,5.0
r4065_c638,5.0
r4065_c743,3.0
r4065_c921,4.0
r4065_c987,4.0
r4066_c73,5.0
r4066_c84,5.0
r4066_c140,4.0
r4066_c246,4.0
r4066_c301,5.0
r4066_c335,5.0
r4066_c455,4.0
r4066_c509,3.0
r4066_c545,4.0
r4066_c594,5.0
r4066_c656,5.0
r4066_c1000,4.0
r4067_c60,5.0
r4067_c106,3.0
r4067_c181,3.0
r4067_c570,5.0
r4067_c605,5.0
r4067_c611,5.0
r4067_c645,5.0
r4067_c660,5.0
r4067_c670,4.0
r4068_c16,4.0
r4068_c124,5.0
r4068_c131,5.0
r4068_c369,3.0
r4068_c389,5.0
r4068_c418,3.0
r4068_c459,4.0
r4068_c464,5.0
r4068_c499,4.0
r4068_c602,5.0
r4068_c618,5.0
r4068_c661,4.0
r4068_c663,5.0
r4068_c698,3.0
r4068_c699,5.0
r4068_c706,5.0
r4068_c770,5.0
r4068_c787,3.0
r4068_c823,4.0
r4068_c906,3.0
r4068_c915,5.0
r4069_c176,2.0
r4069_c258,3.0
r4069_c274,3.0
r4069_c302,3.0
r4069_c313,4.0
r4069_c325,3.0
r4069_c328,5.0
r4069_c353,5.0
r4069_c451,4.0
r4069_c498,4.0
r4069_c521,3.0
r4069_c585,2.0
r4069_c596,4.0
r4069_c602,5.0
r4069_c608,5.0
r4069_c650,5.0
r4069_c717,3.0
r4069_c777,4.0
r4069_c814,3.0
r4069_c817,2.0
r4069_c883,3.0
r4070_c4,5.0
r4070_c5,5.0
r4070_c7,5.0
r4070_c18,1.0
r4070_c46,5.0
r4070_c63,3.0
r4070_c89,5.0
r4070_c103,5.0
r4070_c116,3.0
r4070_c122,4.0
r4070_c125,5.0
r4070_c193,4.0
r4070_c196,2.0
r4070_c284,4.0
r4070_c352,3.0
r4070_c369,1.0
r4070_c452,2.0
r4070_c492,5.0
r4070_c567,5.0
r4070_c598,5.0
r4070_c628,2.0
r4070_c772,4.0
r4070_c952,3.0
r4071_c67,4.0
r4071_c134,4.0
r4071_c146,2.0
